"Position","Track","Artist","Streams","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"1","rockstar","Post Malone","3070388","7wGoVu4Dady5GV0Sv4UIsx",0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,"audio_features","spotify:track:7wGoVu4Dady5GV0Sv4UIsx","https://api.spotify.com/v1/tracks/7wGoVu4Dady5GV0Sv4UIsx","https://api.spotify.com/v1/audio-analysis/7wGoVu4Dady5GV0Sv4UIsx",218320,4
"2","Havana","Camila Cabello","2531184","0ofbQMrRDsUaVKq2mGLEAb",0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,"audio_features","spotify:track:0ofbQMrRDsUaVKq2mGLEAb","https://api.spotify.com/v1/tracks/0ofbQMrRDsUaVKq2mGLEAb","https://api.spotify.com/v1/audio-analysis/0ofbQMrRDsUaVKq2mGLEAb",216897,4
"3","Silence","Marshmello","2256223","7vGuf3Y35N4wmASOKLUVVU",0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,"audio_features","spotify:track:7vGuf3Y35N4wmASOKLUVVU","https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU","https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU",180823,4
"4","Anywhere","Rita Ora","2141502","7EI6Iki24tBHAMxtb4xQN2",0.628,0.797,11,-3.953,0,0.0596,0.0364,0,0.104,0.321,106.93,"audio_features","spotify:track:7EI6Iki24tBHAMxtb4xQN2","https://api.spotify.com/v1/tracks/7EI6Iki24tBHAMxtb4xQN2","https://api.spotify.com/v1/audio-analysis/7EI6Iki24tBHAMxtb4xQN2",215064,4
"5","New Rules","Dua Lipa","2003383","2ekn2ttSfGqwhhate0LSR0",0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,"audio_features","spotify:track:2ekn2ttSfGqwhhate0LSR0","https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0","https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0",209320,4
"6","Man's Not Hot","Big Shaq","1931089","2nUJvBO87SkxCViQsLc9Zr",0.895,0.885,0,-4.182,1,0.268,0.11,4.04e-05,0.106,0.633,134.973,"audio_features","spotify:track:2nUJvBO87SkxCViQsLc9Zr","https://api.spotify.com/v1/tracks/2nUJvBO87SkxCViQsLc9Zr","https://api.spotify.com/v1/audio-analysis/2nUJvBO87SkxCViQsLc9Zr",186027,4
"7","Let You Down","NF","1864640","6mrKP2jyIQmM0rw6fQryjr",0.659,0.716,5,-5.673,0,0.111,0.33,0,0.173,0.437,148.015,"audio_features","spotify:track:6mrKP2jyIQmM0rw6fQryjr","https://api.spotify.com/v1/tracks/6mrKP2jyIQmM0rw6fQryjr","https://api.spotify.com/v1/audio-analysis/6mrKP2jyIQmM0rw6fQryjr",212120,4
"8","Wolves","Selena Gomez","1810096","7EmGUiUaOSGDnUUQUDrOXC",0.715,0.802,11,-4.647,0,0.0394,0.139,0,0.177,0.327,124.989,"audio_features","spotify:track:7EmGUiUaOSGDnUUQUDrOXC","https://api.spotify.com/v1/tracks/7EmGUiUaOSGDnUUQUDrOXC","https://api.spotify.com/v1/audio-analysis/7EmGUiUaOSGDnUUQUDrOXC",197993,4
"9","I Miss You (feat. Julia Michaels)","Clean Bandit","1793459","2xmrfQpmS2iJExTlklLoAL",0.638,0.658,3,-6.318,1,0.0456,0.245,3.77e-06,0.0919,0.33,105.076,"audio_features","spotify:track:2xmrfQpmS2iJExTlklLoAL","https://api.spotify.com/v1/tracks/2xmrfQpmS2iJExTlklLoAL","https://api.spotify.com/v1/audio-analysis/2xmrfQpmS2iJExTlklLoAL",205748,4
"10","Perfect","Ed Sheeran","1730740","0tgVpDi06FyKpA1z0VMD4v",0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,"audio_features","spotify:track:0tgVpDi06FyKpA1z0VMD4v","https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v","https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v",263400,3
"11","Too Good At Goodbyes","Sam Smith","1714789","1mXVgsBdtIVeCLJnSnmtdV",0.698,0.375,5,-8.279,1,0.0491,0.652,0,0.173,0.534,91.92,"audio_features","spotify:track:1mXVgsBdtIVeCLJnSnmtdV","https://api.spotify.com/v1/tracks/1mXVgsBdtIVeCLJnSnmtdV","https://api.spotify.com/v1/audio-analysis/1mXVgsBdtIVeCLJnSnmtdV",201000,4
"12","I Fall Apart","Post Malone","1678253","75ZvA4QfFiZvzhj2xkaWAh",0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,"audio_features","spotify:track:75ZvA4QfFiZvzhj2xkaWAh","https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh","https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh",223347,4
"13","Finders Keepers","Mabel","1584645","6KfNna0zfHtWJJ803hFBWX",0.837,0.575,4,-6.665,0,0.0951,0.0497,2.09e-06,0.0861,0.648,108.005,"audio_features","spotify:track:6KfNna0zfHtWJJ803hFBWX","https://api.spotify.com/v1/tracks/6KfNna0zfHtWJJ803hFBWX","https://api.spotify.com/v1/audio-analysis/6KfNna0zfHtWJJ803hFBWX",269787,4
"14","Dusk Till Dawn - Radio Edit","ZAYN","1551939","1j4kHkkpqZRBwE0A4CN4Yv",0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,"audio_features","spotify:track:1j4kHkkpqZRBwE0A4CN4Yv","https://api.spotify.com/v1/tracks/1j4kHkkpqZRBwE0A4CN4Yv","https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv",239000,4
"15","How Long","Charlie Puth","1503586","32DGGj6KlNuBr6WaqRxpxi",0.849,0.581,1,-5.243,0,0.0767,0.189,3.61e-06,0.0805,0.779,110.008,"audio_features","spotify:track:32DGGj6KlNuBr6WaqRxpxi","https://api.spotify.com/v1/tracks/32DGGj6KlNuBr6WaqRxpxi","https://api.spotify.com/v1/audio-analysis/32DGGj6KlNuBr6WaqRxpxi",198237,4
