"Position","Track","Artist","Streams","id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","uri","track_href","analysis_url","duration_ms","time_signature"
"1","rockstar","Post Malone","4001217","7wGoVu4Dady5GV0Sv4UIsx",0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,"audio_features","spotify:track:7wGoVu4Dady5GV0Sv4UIsx","https://api.spotify.com/v1/tracks/7wGoVu4Dady5GV0Sv4UIsx","https://api.spotify.com/v1/audio-analysis/7wGoVu4Dady5GV0Sv4UIsx",218320,4
"2","Havana","Camila Cabello","2775191","0ofbQMrRDsUaVKq2mGLEAb",0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,"audio_features","spotify:track:0ofbQMrRDsUaVKq2mGLEAb","https://api.spotify.com/v1/tracks/0ofbQMrRDsUaVKq2mGLEAb","https://api.spotify.com/v1/audio-analysis/0ofbQMrRDsUaVKq2mGLEAb",216897,4
"3","New Rules","Dua Lipa","2466215","2ekn2ttSfGqwhhate0LSR0",0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,"audio_features","spotify:track:2ekn2ttSfGqwhhate0LSR0","https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0","https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0",209320,4
"4","Dusk Till Dawn - Radio Edit","ZAYN","2082765","1j4kHkkpqZRBwE0A4CN4Yv",0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,"audio_features","spotify:track:1j4kHkkpqZRBwE0A4CN4Yv","https://api.spotify.com/v1/tracks/1j4kHkkpqZRBwE0A4CN4Yv","https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv",239000,4
"5","Too Good At Goodbyes - Edit","Sam Smith","1958763","0mel2N9Ws9r4yLQn5QE21Y",0.653,0.378,5,-8.273,1,0.0533,0.658,0,0.177,0.54,91.835,"audio_features","spotify:track:0mel2N9Ws9r4yLQn5QE21Y","https://api.spotify.com/v1/tracks/0mel2N9Ws9r4yLQn5QE21Y","https://api.spotify.com/v1/audio-analysis/0mel2N9Ws9r4yLQn5QE21Y",201000,4
"6","Lonely Together (feat. Rita Ora)","Avicii","1910224","2OALaHcDdKkjYEpAr0Qzab",0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,"audio_features","spotify:track:2OALaHcDdKkjYEpAr0Qzab","https://api.spotify.com/v1/tracks/2OALaHcDdKkjYEpAr0Qzab","https://api.spotify.com/v1/audio-analysis/2OALaHcDdKkjYEpAr0Qzab",181812,4
"7","1-800-273-8255","Logic","1900501","5tz69p7tJuGPeMGwNTxYuV",0.62,0.574,5,-7.788,0,0.0479,0.57,0,0.19,0.352,100.021,"audio_features","spotify:track:5tz69p7tJuGPeMGwNTxYuV","https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV","https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV",250173,4
"8","Silence","Marshmello","1858600","7vGuf3Y35N4wmASOKLUVVU",0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,"audio_features","spotify:track:7vGuf3Y35N4wmASOKLUVVU","https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU","https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU",180823,4
"9","I Fall Apart","Post Malone","1798646","75ZvA4QfFiZvzhj2xkaWAh",0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,"audio_features","spotify:track:75ZvA4QfFiZvzhj2xkaWAh","https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh","https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh",223347,4
"10","Bestie","Yungen","1711574","638s8Qi75q1pXjuH86fJX7",0.497,0.59,1,-7.564,1,0.258,0.1,0,0.0714,0.585,99.638,"audio_features","spotify:track:638s8Qi75q1pXjuH86fJX7","https://api.spotify.com/v1/tracks/638s8Qi75q1pXjuH86fJX7","https://api.spotify.com/v1/audio-analysis/638s8Qi75q1pXjuH86fJX7",219165,4
"11","Reggaetón Lento (Remix)","CNCO","1669432","3zoYkqS4y2BsGVShPL2nTE",0.527,0.907,4,-3.09,0,0.11,0.154,0,0.0993,0.664,93.813,"audio_features","spotify:track:3zoYkqS4y2BsGVShPL2nTE","https://api.spotify.com/v1/tracks/3zoYkqS4y2BsGVShPL2nTE","https://api.spotify.com/v1/audio-analysis/3zoYkqS4y2BsGVShPL2nTE",188797,4
"12","What Lovers Do (feat. SZA)","Maroon 5","1659649","4mxWSdf71VFO52qFeY0fZt",0.795,0.608,5,-5.222,0,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001,"audio_features","spotify:track:4mxWSdf71VFO52qFeY0fZt","https://api.spotify.com/v1/tracks/4mxWSdf71VFO52qFeY0fZt","https://api.spotify.com/v1/audio-analysis/4mxWSdf71VFO52qFeY0fZt",199849,4
"13","Hurtin' Me","Stefflon Don","1637198","2VoJe7vkKkigs7C3CGnSXL",0.539,0.801,0,-4.962,1,0.167,0.0893,4.05e-05,0.152,0.816,203.681,"audio_features","spotify:track:2VoJe7vkKkigs7C3CGnSXL","https://api.spotify.com/v1/tracks/2VoJe7vkKkigs7C3CGnSXL","https://api.spotify.com/v1/audio-analysis/2VoJe7vkKkigs7C3CGnSXL",212815,4
"14","Finders Keepers","Mabel","1620974","6KfNna0zfHtWJJ803hFBWX",0.837,0.575,4,-6.665,0,0.0951,0.0497,2.09e-06,0.0861,0.648,108.005,"audio_features","spotify:track:6KfNna0zfHtWJJ803hFBWX","https://api.spotify.com/v1/tracks/6KfNna0zfHtWJJ803hFBWX","https://api.spotify.com/v1/audio-analysis/6KfNna0zfHtWJJ803hFBWX",269787,4
"15","Perfect","Ed Sheeran","1539048","0tgVpDi06FyKpA1z0VMD4v",0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,"audio_features","spotify:track:0tgVpDi06FyKpA1z0VMD4v","https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v","https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v",263400,3
"16","Questions","Chris Brown","1486031","5XQMr19TL7Mfksq9zihbOu",0.614,0.598,10,-6.335,0,0.0561,0.00543,0,0.1,0.565,105.803,"audio_features","spotify:track:5XQMr19TL7Mfksq9zihbOu","https://api.spotify.com/v1/tracks/5XQMr19TL7Mfksq9zihbOu","https://api.spotify.com/v1/audio-analysis/5XQMr19TL7Mfksq9zihbOu",129478,4
"17","Unforgettable","French Montana","1425879","3B54sVLJ402zGa6Xm4YGNe",0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,"audio_features","spotify:track:3B54sVLJ402zGa6Xm4YGNe","https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe","https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe",233902,4
"18","What About Us","P!nk","1343403","0Qh38w01QRXK6KHIv0e3hb",0.489,0.588,1,-6.177,1,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617,"audio_features","spotify:track:0Qh38w01QRXK6KHIv0e3hb","https://api.spotify.com/v1/tracks/0Qh38w01QRXK6KHIv0e3hb","https://api.spotify.com/v1/audio-analysis/0Qh38w01QRXK6KHIv0e3hb",269600,4
"19","Young Dumb & Broke","Khalid","1336687","5Z3GHaZ6ec9bsiI5BenrbY",0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,"audio_features","spotify:track:5Z3GHaZ6ec9bsiI5BenrbY","https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY","https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY",202547,4
"20","Friends (with BloodPop®)","Justin Bieber","1273838","7nZmah2llfvLDiUjm0kiyz",0.744,0.739,8,-5.35,1,0.0387,0.00459,0,0.306,0.649,104.99,"audio_features","spotify:track:7nZmah2llfvLDiUjm0kiyz","https://api.spotify.com/v1/tracks/7nZmah2llfvLDiUjm0kiyz","https://api.spotify.com/v1/audio-analysis/7nZmah2llfvLDiUjm0kiyz",189467,4
"21","Gorgeous","Taylor Swift","1248903","5Gd19NupVe5X8bAqxf9Iaz",0.791,0.529,7,-6.87,1,0.175,0.0652,1.25e-05,0.218,0.428,91.981,"audio_features","spotify:track:5Gd19NupVe5X8bAqxf9Iaz","https://api.spotify.com/v1/tracks/5Gd19NupVe5X8bAqxf9Iaz","https://api.spotify.com/v1/audio-analysis/5Gd19NupVe5X8bAqxf9Iaz",209680,4
"22","How Long","Charlie Puth","1242612","32DGGj6KlNuBr6WaqRxpxi",0.849,0.581,1,-5.243,0,0.0767,0.189,3.61e-06,0.0805,0.779,110.008,"audio_features","spotify:track:32DGGj6KlNuBr6WaqRxpxi","https://api.spotify.com/v1/tracks/32DGGj6KlNuBr6WaqRxpxi","https://api.spotify.com/v1/audio-analysis/32DGGj6KlNuBr6WaqRxpxi",198237,4
"23","Congratulations","Post Malone","1206293","3a1lNhkSLSkpJE4MSHpDu9",0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,"audio_features","spotify:track:3a1lNhkSLSkpJE4MSHpDu9","https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9","https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9",220293,4
"24","Man's Not Hot","Big Shaq","1197411","2nUJvBO87SkxCViQsLc9Zr",0.895,0.885,0,-4.182,1,0.268,0.11,4.04e-05,0.106,0.633,134.973,"audio_features","spotify:track:2nUJvBO87SkxCViQsLc9Zr","https://api.spotify.com/v1/tracks/2nUJvBO87SkxCViQsLc9Zr","https://api.spotify.com/v1/audio-analysis/2nUJvBO87SkxCViQsLc9Zr",186027,4
"25","Glorious (feat. Skylar Grey)","Macklemore","1183608","0CokSRCu5hZgPxcZBaEzVE",0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,"audio_features","spotify:track:0CokSRCu5hZgPxcZBaEzVE","https://api.spotify.com/v1/tracks/0CokSRCu5hZgPxcZBaEzVE","https://api.spotify.com/v1/audio-analysis/0CokSRCu5hZgPxcZBaEzVE",220454,4
